FromID,ToID,Relation_value,Relation_type,FromType,ToType
17367,485711,0.00629961,ORorBETA,Phenotype,SNP
17367,485712,0.012718,ORorBETA,Phenotype,SNP
17367,485713,0.0112409,ORorBETA,Phenotype,SNP
16654,485714,0.0198598,ORorBETA,Phenotype,SNP
63986,485715,0.1298,ORorBETA,Phenotype,SNP
64096,485716,0.0176,ORorBETA,Phenotype,SNP
17367,485717,0.00592947,ORorBETA,Phenotype,SNP
64096,485718,-0.0122,ORorBETA,Phenotype,SNP
63985,485719,0.1298,ORorBETA,Phenotype,SNP
63984,485719,0.1859,ORorBETA,Phenotype,SNP
63984,485720,0.1951,ORorBETA,Phenotype,SNP
63985,485720,0.1331,ORorBETA,Phenotype,SNP
68,485721,0.0247,ORorBETA,Phenotype,SNP
63985,485722,-0.1225,ORorBETA,Phenotype,SNP
16654,485723,0.0128185,ORorBETA,Phenotype,SNP
63985,485724,0.1022,ORorBETA,Phenotype,SNP
63984,485724,0.1882,ORorBETA,Phenotype,SNP
17367,485725,-0.00716804,ORorBETA,Phenotype,SNP
63986,485726,0.1742,ORorBETA,Phenotype,SNP
63984,485726,0.233,ORorBETA,Phenotype,SNP
16654,485727,0.0171508,ORorBETA,Phenotype,SNP
17367,18560,0.0144482,ORorBETA,Phenotype,SNP
17367,485728,-0.0112297,ORorBETA,Phenotype,SNP
16654,485729,-0.0123824,ORorBETA,Phenotype,SNP
17367,485730,-0.0109229,ORorBETA,Phenotype,SNP
63984,485731,-0.1981,ORorBETA,Phenotype,SNP
63986,485731,-0.1542,ORorBETA,Phenotype,SNP
63985,485732,-0.0864,ORorBETA,Phenotype,SNP
17367,485733,-0.00599218,ORorBETA,Phenotype,SNP
68,485734,0.0104,ORorBETA,Phenotype,SNP
63984,485735,0.2202,ORorBETA,Phenotype,SNP
63985,485735,0.1408,ORorBETA,Phenotype,SNP
63985,485736,0.13,ORorBETA,Phenotype,SNP
63984,485736,0.2225,ORorBETA,Phenotype,SNP
16654,485737,0.0124175,ORorBETA,Phenotype,SNP
63985,485738,0.1019,ORorBETA,Phenotype,SNP
63984,485738,0.1921,ORorBETA,Phenotype,SNP
64096,485739,-0.0193,ORorBETA,Phenotype,SNP
64096,485740,0.0193,ORorBETA,Phenotype,SNP
63985,485741,0.1025,ORorBETA,Phenotype,SNP
63984,485741,0.1908,ORorBETA,Phenotype,SNP
63985,485742,0.0951,ORorBETA,Phenotype,SNP
63984,485742,0.1424,ORorBETA,Phenotype,SNP
63984,485743,-0.2009,ORorBETA,Phenotype,SNP
63986,485743,-0.1429,ORorBETA,Phenotype,SNP
63986,485744,0.1599,ORorBETA,Phenotype,SNP
63984,485744,0.2099,ORorBETA,Phenotype,SNP
16654,485745,0.0164494,ORorBETA,Phenotype,SNP
16654,485746,0.031816,ORorBETA,Phenotype,SNP
16654,485747,0.0301468,ORorBETA,Phenotype,SNP
16654,485748,0.0318258,ORorBETA,Phenotype,SNP
16654,485749,0.0180932,ORorBETA,Phenotype,SNP
17367,485750,0.00583253,ORorBETA,Phenotype,SNP
2326,485751,-0.0125,ORorBETA,Phenotype,SNP
63984,485752,0.1812,ORorBETA,Phenotype,SNP
63985,485752,0.1035,ORorBETA,Phenotype,SNP
63986,485753,-0.1789,ORorBETA,Phenotype,SNP
63984,485753,-0.3025,ORorBETA,Phenotype,SNP
63985,485753,-0.1208,ORorBETA,Phenotype,SNP
63986,485754,-0.1788,ORorBETA,Phenotype,SNP
63985,485754,-0.1209,ORorBETA,Phenotype,SNP
63984,485754,-0.3024,ORorBETA,Phenotype,SNP
16654,485755,0.0117991,ORorBETA,Phenotype,SNP
2326,485756,-0.0144,ORorBETA,Phenotype,SNP
17367,485756,0.0132886,ORorBETA,Phenotype,SNP
63986,485757,-0.1201,ORorBETA,Phenotype,SNP
16654,485758,-0.0175249,ORorBETA,Phenotype,SNP
63984,485759,-0.151,ORorBETA,Phenotype,SNP
17367,485760,-0.00571299,ORorBETA,Phenotype,SNP
63984,485761,0.1725,ORorBETA,Phenotype,SNP
63985,485761,0.087,ORorBETA,Phenotype,SNP
16654,485762,-0.0133001,ORorBETA,Phenotype,SNP
63984,485763,-0.1376,ORorBETA,Phenotype,SNP
63985,485764,-0.1354,ORorBETA,Phenotype,SNP
63984,485764,-0.3074,ORorBETA,Phenotype,SNP
63986,485764,-0.1841,ORorBETA,Phenotype,SNP
16654,485765,0.0117177,ORorBETA,Phenotype,SNP
63985,485765,0.1785,ORorBETA,Phenotype,SNP
17367,485766,0.013647,ORorBETA,Phenotype,SNP
63985,485767,0.0929,ORorBETA,Phenotype,SNP
63985,485768,-0.1182,ORorBETA,Phenotype,SNP
17367,485768,-0.00668672,ORorBETA,Phenotype,SNP
63984,485768,-0.2084,ORorBETA,Phenotype,SNP
16654,19756,-0.0277894,ORorBETA,Phenotype,SNP
63986,485769,0.1288,ORorBETA,Phenotype,SNP
63984,485769,0.1823,ORorBETA,Phenotype,SNP
12701,485770,0.515885629335275,ORorBETA,Phenotype,SNP
17367,485771,0.0146611,ORorBETA,Phenotype,SNP
2326,485771,-0.0117,ORorBETA,Phenotype,SNP
63986,485772,0.1614,ORorBETA,Phenotype,SNP
72,485773,0.0116684,ORorBETA,Phenotype,SNP
63986,485774,-0.2355,ORorBETA,Phenotype,SNP
16654,485775,0.0147471,ORorBETA,Phenotype,SNP
63984,485776,-0.1473,ORorBETA,Phenotype,SNP
63985,485776,-0.1175,ORorBETA,Phenotype,SNP
16654,485777,-0.0422827,ORorBETA,Phenotype,SNP
63985,485778,0.1179,ORorBETA,Phenotype,SNP
63984,485778,-0.1622,ORorBETA,Phenotype,SNP
63986,485778,-0.2699,ORorBETA,Phenotype,SNP
63984,485779,0.1617,ORorBETA,Phenotype,SNP
63986,485779,0.1516,ORorBETA,Phenotype,SNP
17367,485780,0.00673468,ORorBETA,Phenotype,SNP
17367,485781,0.0126654,ORorBETA,Phenotype,SNP
63986,485782,-0.2731,ORorBETA,Phenotype,SNP
63985,485782,0.1202,ORorBETA,Phenotype,SNP
16654,485783,0.0289039,ORorBETA,Phenotype,SNP
19,485784,-0.011847,ORorBETA,Phenotype,SNP
63985,485785,0.1775,ORorBETA,Phenotype,SNP
63984,485785,0.1749,ORorBETA,Phenotype,SNP
63986,485786,-0.1298,ORorBETA,Phenotype,SNP
63984,485786,-0.1847,ORorBETA,Phenotype,SNP
17367,485787,0.0270058,ORorBETA,Phenotype,SNP
16654,485788,0.0147471,ORorBETA,Phenotype,SNP
16654,485789,-0.038592,ORorBETA,Phenotype,SNP
63986,485790,-0.2837,ORorBETA,Phenotype,SNP
63984,485790,-0.2726,ORorBETA,Phenotype,SNP
63984,485791,-0.4611,ORorBETA,Phenotype,SNP
63986,485791,-0.1977,ORorBETA,Phenotype,SNP
63985,485791,-0.2745,ORorBETA,Phenotype,SNP
72,485792,0.0101262,ORorBETA,Phenotype,SNP
17367,485793,0.0223587,ORorBETA,Phenotype,SNP
64096,485794,0.0185,ORorBETA,Phenotype,SNP
16654,485795,-0.0114416,ORorBETA,Phenotype,SNP
64096,485796,-0.0204,ORorBETA,Phenotype,SNP
63985,485796,-0.1021,ORorBETA,Phenotype,SNP
64096,485797,-0.0204,ORorBETA,Phenotype,SNP
16654,485798,-0.0840787,ORorBETA,Phenotype,SNP
16654,485799,-0.0199711,ORorBETA,Phenotype,SNP
16654,485800,0.162621,ORorBETA,Phenotype,SNP
63986,485801,-0.1908,ORorBETA,Phenotype,SNP
17367,485802,0.00651312,ORorBETA,Phenotype,SNP
72,485803,0.00908982,ORorBETA,Phenotype,SNP
64096,485804,0.0137,ORorBETA,Phenotype,SNP
63986,485805,-0.1597,ORorBETA,Phenotype,SNP
17367,485805,0.00859636,ORorBETA,Phenotype,SNP
63984,485805,-0.1978,ORorBETA,Phenotype,SNP
64001,485806,0.0404,ORorBETA,Phenotype,SNP
64096,485807,-0.0232,ORorBETA,Phenotype,SNP
16654,485808,0.138481,ORorBETA,Phenotype,SNP
63986,485809,-0.1214,ORorBETA,Phenotype,SNP
16654,485810,-0.0279103,ORorBETA,Phenotype,SNP
16654,485811,0.0119329,ORorBETA,Phenotype,SNP
16654,485812,-0.0279093,ORorBETA,Phenotype,SNP
63986,485813,-0.1908,ORorBETA,Phenotype,SNP
63984,485814,-0.1427,ORorBETA,Phenotype,SNP
63986,485814,-0.1012,ORorBETA,Phenotype,SNP
63985,485815,-0.1026,ORorBETA,Phenotype,SNP
64096,485815,0.0204,ORorBETA,Phenotype,SNP
17367,485816,-0.0112397,ORorBETA,Phenotype,SNP
63985,485817,0.1598,ORorBETA,Phenotype,SNP
63986,485817,0.1555,ORorBETA,Phenotype,SNP
63984,485817,0.3033,ORorBETA,Phenotype,SNP
17367,485818,0.0191383,ORorBETA,Phenotype,SNP
16654,485819,0.0531685,ORorBETA,Phenotype,SNP
17367,485820,-0.0194017,ORorBETA,Phenotype,SNP
19,485821,0.00778328,ORorBETA,Phenotype,SNP
16654,485822,-0.0281494,ORorBETA,Phenotype,SNP
63984,485823,0.1633,ORorBETA,Phenotype,SNP
63986,485823,0.1159,ORorBETA,Phenotype,SNP
16654,485824,-0.0277895,ORorBETA,Phenotype,SNP
16654,485825,-0.0155993,ORorBETA,Phenotype,SNP
16654,485826,-0.0225203,ORorBETA,Phenotype,SNP
63985,485827,0.1504,ORorBETA,Phenotype,SNP
63984,485827,0.2235,ORorBETA,Phenotype,SNP
63986,485828,0.1906,ORorBETA,Phenotype,SNP
63984,485828,0.1711,ORorBETA,Phenotype,SNP
16654,485829,0.0343156,ORorBETA,Phenotype,SNP
63984,485830,0.2282,ORorBETA,Phenotype,SNP
63985,485830,0.1434,ORorBETA,Phenotype,SNP
63985,485831,0.151,ORorBETA,Phenotype,SNP
63984,485831,0.2221,ORorBETA,Phenotype,SNP
16654,485832,-0.0159797,ORorBETA,Phenotype,SNP
64096,485832,0.0123,ORorBETA,Phenotype,SNP
63985,485833,0.1496,ORorBETA,Phenotype,SNP
63984,485833,0.2209,ORorBETA,Phenotype,SNP
64096,485834,-0.0431,ORorBETA,Phenotype,SNP
16654,485834,-0.0152503,ORorBETA,Phenotype,SNP
17367,485835,-0.0209295,ORorBETA,Phenotype,SNP
63984,485836,0.1923,ORorBETA,Phenotype,SNP
63985,485836,0.1186,ORorBETA,Phenotype,SNP
16654,485837,-0.0144852,ORorBETA,Phenotype,SNP
16654,485838,-0.0156245,ORorBETA,Phenotype,SNP
16654,485839,0.0295796,ORorBETA,Phenotype,SNP
16654,485840,0.0292291,ORorBETA,Phenotype,SNP
63985,485841,0.1539,ORorBETA,Phenotype,SNP
63984,485841,0.2353,ORorBETA,Phenotype,SNP
16654,485842,-0.0156942,ORorBETA,Phenotype,SNP
63985,485843,0.0945,ORorBETA,Phenotype,SNP
63986,485843,0.1052,ORorBETA,Phenotype,SNP
63984,485843,0.2007,ORorBETA,Phenotype,SNP
16654,485844,0.0168315,ORorBETA,Phenotype,SNP
16654,485845,0.0468385,ORorBETA,Phenotype,SNP
63984,485846,-0.1856,ORorBETA,Phenotype,SNP
63986,485846,-0.1365,ORorBETA,Phenotype,SNP
16654,485847,0.0296009,ORorBETA,Phenotype,SNP
16654,485848,-0.0237374,ORorBETA,Phenotype,SNP
16654,485849,0.0263225,ORorBETA,Phenotype,SNP
63984,485850,0.194,ORorBETA,Phenotype,SNP
63985,485850,0.1203,ORorBETA,Phenotype,SNP
17367,485851,0.00899112,ORorBETA,Phenotype,SNP
63985,485852,0.1109,ORorBETA,Phenotype,SNP
16654,485852,0.0310728,ORorBETA,Phenotype,SNP
63986,485852,0.1068,ORorBETA,Phenotype,SNP
64096,485852,-0.0149,ORorBETA,Phenotype,SNP
63984,485852,0.2065,ORorBETA,Phenotype,SNP
16654,485853,-0.0280415,ORorBETA,Phenotype,SNP
64096,485853,-0.0176,ORorBETA,Phenotype,SNP
63984,485853,-0.1751,ORorBETA,Phenotype,SNP
63985,485853,-0.121,ORorBETA,Phenotype,SNP
63984,485854,-0.2166,ORorBETA,Phenotype,SNP
63985,485854,-0.1517,ORorBETA,Phenotype,SNP
2326,485855,0.0176,ORorBETA,Phenotype,SNP
63986,485856,-0.1555,ORorBETA,Phenotype,SNP
63984,485856,-0.4216,ORorBETA,Phenotype,SNP
16654,485856,-0.0201431,ORorBETA,Phenotype,SNP
63985,485856,-0.2852,ORorBETA,Phenotype,SNP
16654,485857,-0.0201133,ORorBETA,Phenotype,SNP
63984,485857,-0.4157,ORorBETA,Phenotype,SNP
63985,485857,-0.2834,ORorBETA,Phenotype,SNP
63986,485857,-0.1507,ORorBETA,Phenotype,SNP
63985,485858,-0.0859,ORorBETA,Phenotype,SNP
16654,62921,0.0562923,ORorBETA,Phenotype,SNP
16654,62948,0.0560099,ORorBETA,Phenotype,SNP
68,45862,0.014,ORorBETA,Phenotype,SNP
16654,485859,-0.0147306,ORorBETA,Phenotype,SNP
17367,485860,0.00614445,ORorBETA,Phenotype,SNP
17367,485861,-0.0101004,ORorBETA,Phenotype,SNP
16654,485862,0.0130118,ORorBETA,Phenotype,SNP
17367,485862,0.00611202,ORorBETA,Phenotype,SNP
16654,485863,0.0181641,ORorBETA,Phenotype,SNP
16654,485864,0.0120281,ORorBETA,Phenotype,SNP
17367,485864,-0.0229705,ORorBETA,Phenotype,SNP
64001,485865,0.0235,ORorBETA,Phenotype,SNP
68,485865,0.0169,ORorBETA,Phenotype,SNP
17367,485866,-0.00733355,ORorBETA,Phenotype,SNP
16654,485867,-0.0193607,ORorBETA,Phenotype,SNP
68,485868,-0.0117,ORorBETA,Phenotype,SNP
17367,485869,-0.00652015,ORorBETA,Phenotype,SNP
17367,485870,-0.00601999,ORorBETA,Phenotype,SNP
17367,485871,0.00862079,ORorBETA,Phenotype,SNP
17367,485872,0.00855913,ORorBETA,Phenotype,SNP
17367,485873,0.00814621,ORorBETA,Phenotype,SNP
2326,485874,-0.026,ORorBETA,Phenotype,SNP
16654,485875,0.0162995,ORorBETA,Phenotype,SNP
16654,485876,0.0180881,ORorBETA,Phenotype,SNP
63984,485877,0.1367,ORorBETA,Phenotype,SNP
63985,485877,0.152,ORorBETA,Phenotype,SNP
17367,485878,-0.00640691,ORorBETA,Phenotype,SNP
63984,485879,0.2717,ORorBETA,Phenotype,SNP
63985,485879,0.0967,ORorBETA,Phenotype,SNP
63986,485879,0.1863,ORorBETA,Phenotype,SNP
1709,26673,0.039982983,ORorBETA,Phenotype,SNP
63986,26673,0.1869,ORorBETA,Phenotype,SNP
63984,26673,0.2725,ORorBETA,Phenotype,SNP
63985,26673,0.0966,ORorBETA,Phenotype,SNP
17367,26673,0.00967323,ORorBETA,Phenotype,SNP
17367,485880,0.015155,ORorBETA,Phenotype,SNP
16654,485881,0.024741,ORorBETA,Phenotype,SNP
17367,485881,-0.0059576,ORorBETA,Phenotype,SNP
63985,485882,0.1006,ORorBETA,Phenotype,SNP
63986,485883,-0.1056,ORorBETA,Phenotype,SNP
68,485884,-0.0138,ORorBETA,Phenotype,SNP
17367,485885,-0.00556594,ORorBETA,Phenotype,SNP
16654,485886,0.0132254,ORorBETA,Phenotype,SNP
63984,485887,0.3444,ORorBETA,Phenotype,SNP
63986,485887,0.2471,ORorBETA,Phenotype,SNP
17367,485888,0.014252,ORorBETA,Phenotype,SNP
17367,485889,0.0080135,ORorBETA,Phenotype,SNP
16654,485890,-0.0182322,ORorBETA,Phenotype,SNP
64096,485891,0.0283,ORorBETA,Phenotype,SNP
63985,485892,-0.0935,ORorBETA,Phenotype,SNP
17367,485893,0.021337,ORorBETA,Phenotype,SNP
16654,485894,-0.0343745,ORorBETA,Phenotype,SNP
63984,485895,0.2449,ORorBETA,Phenotype,SNP
63985,485895,0.1572,ORorBETA,Phenotype,SNP
17367,485896,0.0150753,ORorBETA,Phenotype,SNP
63984,485897,-0.1536,ORorBETA,Phenotype,SNP
63986,485898,-0.1088,ORorBETA,Phenotype,SNP
63985,485899,0.1203,ORorBETA,Phenotype,SNP
64001,485900,-0.0263,ORorBETA,Phenotype,SNP
63984,485901,0.2519,ORorBETA,Phenotype,SNP
63986,485901,0.1497,ORorBETA,Phenotype,SNP
63986,485902,-0.1328,ORorBETA,Phenotype,SNP
63984,485902,-0.2771,ORorBETA,Phenotype,SNP
63985,485902,-0.1518,ORorBETA,Phenotype,SNP
64096,485903,-0.0157,ORorBETA,Phenotype,SNP
63985,485904,0.0839,ORorBETA,Phenotype,SNP
64096,485904,0.0123,ORorBETA,Phenotype,SNP
64096,485905,0.0235,ORorBETA,Phenotype,SNP
2326,485906,0.0124,ORorBETA,Phenotype,SNP
17367,485906,-0.0284604,ORorBETA,Phenotype,SNP
64096,485907,-0.0233,ORorBETA,Phenotype,SNP
17367,485908,0.0104704,ORorBETA,Phenotype,SNP
17367,485909,0.00550608,ORorBETA,Phenotype,SNP
63984,485910,-0.2583,ORorBETA,Phenotype,SNP
63985,485910,-0.198,ORorBETA,Phenotype,SNP
16654,485911,-0.0234643,ORorBETA,Phenotype,SNP
17367,485912,0.0151646,ORorBETA,Phenotype,SNP
16654,485913,-0.023703,ORorBETA,Phenotype,SNP
19,485914,-0.0107539,ORorBETA,Phenotype,SNP
64001,485914,0.0264,ORorBETA,Phenotype,SNP
19,485915,-0.0107285,ORorBETA,Phenotype,SNP
64001,485915,0.0263,ORorBETA,Phenotype,SNP
72,485916,0.0198008,ORorBETA,Phenotype,SNP
17367,485917,0.00712086,ORorBETA,Phenotype,SNP
68,485918,0.0108,ORorBETA,Phenotype,SNP
63985,485918,0.1169,ORorBETA,Phenotype,SNP
63986,485919,-0.1206,ORorBETA,Phenotype,SNP
16654,485920,0.0268773,ORorBETA,Phenotype,SNP
16654,485921,0.0268528,ORorBETA,Phenotype,SNP
17367,485921,0.00586567,ORorBETA,Phenotype,SNP
16654,485922,0.0546496,ORorBETA,Phenotype,SNP
68,485923,0.0091,ORorBETA,Phenotype,SNP
63984,485923,-0.1719,ORorBETA,Phenotype,SNP
64001,485924,-0.0222,ORorBETA,Phenotype,SNP
17367,485925,0.00744864,ORorBETA,Phenotype,SNP
68,485925,-0.0109,ORorBETA,Phenotype,SNP
16654,485926,-0.0276951,ORorBETA,Phenotype,SNP
16654,485927,0.056789,ORorBETA,Phenotype,SNP
16654,485928,0.0129894,ORorBETA,Phenotype,SNP
63984,485929,-0.1909,ORorBETA,Phenotype,SNP
68,485930,0.0201,ORorBETA,Phenotype,SNP
63984,485931,0.1537,ORorBETA,Phenotype,SNP
64096,485932,0.0171,ORorBETA,Phenotype,SNP
63984,485933,-0.2226,ORorBETA,Phenotype,SNP
63986,485933,-0.1832,ORorBETA,Phenotype,SNP
63986,485934,0.1567,ORorBETA,Phenotype,SNP
17367,485935,0.00551784,ORorBETA,Phenotype,SNP
17367,485936,-0.0053186,ORorBETA,Phenotype,SNP
12701,485937,0.0982733066710112,ORorBETA,Phenotype,SNP
17367,485938,0.0145001,ORorBETA,Phenotype,SNP
17367,485939,0.00796848,ORorBETA,Phenotype,SNP
17367,485940,0.0253737,ORorBETA,Phenotype,SNP
19,485941,0.0150829,ORorBETA,Phenotype,SNP
63986,485942,-0.1038,ORorBETA,Phenotype,SNP
63984,485942,-0.1736,ORorBETA,Phenotype,SNP
16654,485943,-0.0191152,ORorBETA,Phenotype,SNP
17367,485944,0.0260601,ORorBETA,Phenotype,SNP
17367,485945,0.0102171,ORorBETA,Phenotype,SNP
63986,485946,0.1301,ORorBETA,Phenotype,SNP
63984,485946,0.1903,ORorBETA,Phenotype,SNP
63986,485947,-0.1195,ORorBETA,Phenotype,SNP
17367,485948,-0.0130625,ORorBETA,Phenotype,SNP
19,485948,-0.00828472,ORorBETA,Phenotype,SNP
63985,485949,0.1057,ORorBETA,Phenotype,SNP
63986,485950,-0.4277,ORorBETA,Phenotype,SNP
12701,33445,1.06203305487558,ORorBETA,Phenotype,SNP
19,485951,0.0116891,ORorBETA,Phenotype,SNP
16654,485952,-0.0428052,ORorBETA,Phenotype,SNP
17367,485953,0.0102352,ORorBETA,Phenotype,SNP
72,485954,0.0102382,ORorBETA,Phenotype,SNP
72,485955,0.0101282,ORorBETA,Phenotype,SNP
12701,485956,1.06228843157031,ORorBETA,Phenotype,SNP
72,485957,0.0101019,ORorBETA,Phenotype,SNP
17367,485958,0.0133847,ORorBETA,Phenotype,SNP
17367,485959,-0.0135699,ORorBETA,Phenotype,SNP
17367,485960,-0.00785619,ORorBETA,Phenotype,SNP
17367,485961,-0.00564632,ORorBETA,Phenotype,SNP
17367,485962,0.0115057,ORorBETA,Phenotype,SNP
16654,485963,0.0170221,ORorBETA,Phenotype,SNP
17367,485964,0.0113862,ORorBETA,Phenotype,SNP
17367,485965,-0.0108741,ORorBETA,Phenotype,SNP
17367,485966,-0.00678849,ORorBETA,Phenotype,SNP
2326,485966,-0.0136,ORorBETA,Phenotype,SNP
63986,485967,0.1212,ORorBETA,Phenotype,SNP
17367,485968,0.00773009,ORorBETA,Phenotype,SNP
68,485969,-0.0126,ORorBETA,Phenotype,SNP
17367,485969,0.00771271,ORorBETA,Phenotype,SNP
17367,485970,-0.00845185,ORorBETA,Phenotype,SNP
17367,485971,-0.00712704,ORorBETA,Phenotype,SNP
17367,485972,-0.00573741,ORorBETA,Phenotype,SNP
16654,485973,0.0145781,ORorBETA,Phenotype,SNP
17367,485974,0.00624994,ORorBETA,Phenotype,SNP
16654,485975,0.0157323,ORorBETA,Phenotype,SNP
16654,485976,0.0294043,ORorBETA,Phenotype,SNP
17367,485977,-0.00707147,ORorBETA,Phenotype,SNP
17367,485978,-0.00634855,ORorBETA,Phenotype,SNP
2326,485979,-0.012,ORorBETA,Phenotype,SNP
63984,485980,-0.2514,ORorBETA,Phenotype,SNP
63986,485980,-0.1557,ORorBETA,Phenotype,SNP
63985,485980,-0.1061,ORorBETA,Phenotype,SNP
17367,485981,-0.0153769,ORorBETA,Phenotype,SNP
63986,485982,-0.1301,ORorBETA,Phenotype,SNP
64096,485983,-0.0527,ORorBETA,Phenotype,SNP
17367,485984,-0.00700149,ORorBETA,Phenotype,SNP
16654,485985,0.0121651,ORorBETA,Phenotype,SNP
16654,485986,-0.0128405,ORorBETA,Phenotype,SNP
17367,485987,-0.00897126,ORorBETA,Phenotype,SNP
16654,485988,0.0147879,ORorBETA,Phenotype,SNP
63986,485988,0.1258,ORorBETA,Phenotype,SNP
63984,485988,0.1548,ORorBETA,Phenotype,SNP
19,485989,-0.0113603,ORorBETA,Phenotype,SNP
2341,485989,0.0714,ORorBETA,Phenotype,SNP
2341,485990,0.0743,ORorBETA,Phenotype,SNP
1709,485991,0.02557694,ORorBETA,Phenotype,SNP
63986,485991,-0.1301,ORorBETA,Phenotype,SNP
16654,485992,-0.0178698,ORorBETA,Phenotype,SNP
63986,485993,0.1146,ORorBETA,Phenotype,SNP
16654,485994,-0.0160412,ORorBETA,Phenotype,SNP
63986,485995,-0.101,ORorBETA,Phenotype,SNP
63984,485996,0.2143,ORorBETA,Phenotype,SNP
63985,485996,0.0846,ORorBETA,Phenotype,SNP
16654,485996,0.0144227,ORorBETA,Phenotype,SNP
63986,485996,0.144,ORorBETA,Phenotype,SNP
17367,485997,-0.0069317,ORorBETA,Phenotype,SNP
68,485997,-0.0153,ORorBETA,Phenotype,SNP
72,485998,0.0121721,ORorBETA,Phenotype,SNP
64001,485999,-0.0246,ORorBETA,Phenotype,SNP
63984,486000,-0.2879,ORorBETA,Phenotype,SNP
63985,486000,-0.1768,ORorBETA,Phenotype,SNP
17367,486001,-0.00896334,ORorBETA,Phenotype,SNP
63984,486002,0.1513,ORorBETA,Phenotype,SNP
16654,486002,0.0146221,ORorBETA,Phenotype,SNP
63986,486002,0.1227,ORorBETA,Phenotype,SNP
63984,486003,-0.2841,ORorBETA,Phenotype,SNP
17367,486004,-0.00998125,ORorBETA,Phenotype,SNP
17367,486005,-0.0155299,ORorBETA,Phenotype,SNP
17367,486006,0.0134064,ORorBETA,Phenotype,SNP
68,486007,0.02,ORorBETA,Phenotype,SNP
63984,486008,-0.1732,ORorBETA,Phenotype,SNP
63985,486008,-0.1258,ORorBETA,Phenotype,SNP
63986,486009,-0.0988,ORorBETA,Phenotype,SNP
16654,486009,0.0115799,ORorBETA,Phenotype,SNP
63984,486009,-0.1527,ORorBETA,Phenotype,SNP
63985,486010,-0.2007,ORorBETA,Phenotype,SNP
63984,486010,-0.194,ORorBETA,Phenotype,SNP
16654,486011,0.016331,ORorBETA,Phenotype,SNP
63985,486012,0.089,ORorBETA,Phenotype,SNP
17367,486013,-0.00662271,ORorBETA,Phenotype,SNP
16654,486014,0.0172648,ORorBETA,Phenotype,SNP
16654,486015,0.0223325,ORorBETA,Phenotype,SNP
64001,486016,-0.0222,ORorBETA,Phenotype,SNP
