FromID,ToID,Relation_value,Relation_type,FromType,ToType
17259,20389,6.726,ORorBETA,Phenotype,SNP
17729,18991,6.67,ORorBETA,Phenotype,SNP
16671,18456,6.64,ORorBETA,Phenotype,SNP
17572,17573,6.628,ORorBETA,Phenotype,SNP
2332,21432,6.61457407629734,ORorBETA,Phenotype,SNP
19173,19322,6.54,ORorBETA,Phenotype,SNP
17277,19221,6.54,ORorBETA,Phenotype,SNP
17259,20116,6.511,ORorBETA,Phenotype,SNP
17277,18909,6.5,ORorBETA,Phenotype,SNP
19842,19843,6.491039,ORorBETA,Phenotype,SNP
21134,21135,6.481,ORorBETA,Phenotype,SNP
19982,21146,6.43,ORorBETA,Phenotype,SNP
19051,19052,6.403,ORorBETA,Phenotype,SNP
16658,16659,6.36869,ORorBETA,Phenotype,SNP
17876,17998,6.32,ORorBETA,Phenotype,SNP
18161,19333,6.256,ORorBETA,Phenotype,SNP
19872,19873,6.23,ORorBETA,Phenotype,SNP
17558,17559,6.2,ORorBETA,Phenotype,SNP
17955,17956,6.1814904,ORorBETA,Phenotype,SNP
17259,17260,6.134,ORorBETA,Phenotype,SNP
16343,16344,6.11,ORorBETA,Phenotype,SNP
18024,19276,6.1,ORorBETA,Phenotype,SNP
16633,20198,6.096,ORorBETA,Phenotype,SNP
19982,19983,6.079,ORorBETA,Phenotype,SNP
18024,21147,5.98,ORorBETA,Phenotype,SNP
17876,17877,5.98,ORorBETA,Phenotype,SNP
19409,19410,5.902,ORorBETA,Phenotype,SNP
16343,18674,5.89,ORorBETA,Phenotype,SNP
18322,18323,5.858,ORorBETA,Phenotype,SNP
20912,20913,5.809,ORorBETA,Phenotype,SNP
19828,19829,5.76,ORorBETA,Phenotype,SNP
16871,16872,5.734,ORorBETA,Phenotype,SNP
16633,17021,5.724,ORorBETA,Phenotype,SNP
16542,16543,5.72,ORorBETA,Phenotype,SNP
17581,17582,5.704,ORorBETA,Phenotype,SNP
17277,20543,5.69,ORorBETA,Phenotype,SNP
17716,17717,5.686,ORorBETA,Phenotype,SNP
17955,19155,5.6531057,ORorBETA,Phenotype,SNP
16633,17999,5.631,ORorBETA,Phenotype,SNP
21014,21015,5.63,ORorBETA,Phenotype,SNP
16852,16853,5.623,ORorBETA,Phenotype,SNP
17483,17484,5.61,ORorBETA,Phenotype,SNP
16633,20289,5.553,ORorBETA,Phenotype,SNP
17338,17339,5.5459614,ORorBETA,Phenotype,SNP
17192,17193,5.542,ORorBETA,Phenotype,SNP
20927,20928,5.51,ORorBETA,Phenotype,SNP
19450,19451,5.506,ORorBETA,Phenotype,SNP
16618,17403,5.502,ORorBETA,Phenotype,SNP
16768,21078,5.477,ORorBETA,Phenotype,SNP
18161,19317,5.465,ORorBETA,Phenotype,SNP
17259,17968,5.454,ORorBETA,Phenotype,SNP
21177,21178,5.4,ORorBETA,Phenotype,SNP
16768,17150,5.324,ORorBETA,Phenotype,SNP
16768,16769,5.222,ORorBETA,Phenotype,SNP
18074,18075,5.216,ORorBETA,Phenotype,SNP
16948,16949,5.165,ORorBETA,Phenotype,SNP
19059,19060,5.148,ORorBETA,Phenotype,SNP
17296,17297,5.054,ORorBETA,Phenotype,SNP
19608,19609,5.03,ORorBETA,Phenotype,SNP
16356,20128,5.0,ORorBETA,Phenotype,SNP
19196,19197,5.0,ORorBETA,Phenotype,SNP
16566,16567,4.943,ORorBETA,Phenotype,SNP
16768,19548,4.853,ORorBETA,Phenotype,SNP
17471,17472,4.84,ORorBETA,Phenotype,SNP
16707,16708,4.78,ORorBETA,Phenotype,SNP
16544,20755,4.723,ORorBETA,Phenotype,SNP
19730,19731,4.72,ORorBETA,Phenotype,SNP
18253,18254,4.72,ORorBETA,Phenotype,SNP
16671,16672,4.69,ORorBETA,Phenotype,SNP
19069,19070,4.67,ORorBETA,Phenotype,SNP
17415,17416,4.6697,ORorBETA,Phenotype,SNP
19961,19962,4.6568017,ORorBETA,Phenotype,SNP
20078,20079,4.64,ORorBETA,Phenotype,SNP
17855,17856,4.58636,ORorBETA,Phenotype,SNP
21461,21305,4.56659061893173,ORorBETA,Phenotype,SNP
19204,19237,4.564,ORorBETA,Phenotype,SNP
19204,19284,4.554,ORorBETA,Phenotype,SNP
21136,21135,4.528,ORorBETA,Phenotype,SNP
19761,19762,4.524,ORorBETA,Phenotype,SNP
19204,19205,4.506,ORorBETA,Phenotype,SNP
20606,20607,4.48,ORorBETA,Phenotype,SNP
16768,19183,4.479,ORorBETA,Phenotype,SNP
16768,19303,4.466,ORorBETA,Phenotype,SNP
18450,18975,4.43328,ORorBETA,Phenotype,SNP
16067,17045,4.4,ORorBETA,Phenotype,SNP
17713,17714,4.22,ORorBETA,Phenotype,SNP
18120,18121,4.12,ORorBETA,Phenotype,SNP
20817,20818,4.08,ORorBETA,Phenotype,SNP
20980,20981,4.03,ORorBETA,Phenotype,SNP
16205,16206,4.02,ORorBETA,Phenotype,SNP
18460,19419,3.991,ORorBETA,Phenotype,SNP
2334,19812,3.93479302022367,ORorBETA,Phenotype,SNP
18460,18461,3.9041,ORorBETA,Phenotype,SNP
18161,18162,3.9,ORorBETA,Phenotype,SNP
16943,20385,3.8696,ORorBETA,Phenotype,SNP
20023,20024,3.867,ORorBETA,Phenotype,SNP
17218,17219,3.645,ORorBETA,Phenotype,SNP
21457,17637,3.58426411434303,ORorBETA,Phenotype,SNP
20178,20179,3.57,ORorBETA,Phenotype,SNP
16569,16570,3.45,ORorBETA,Phenotype,SNP
16303,16304,3.41,ORorBETA,Phenotype,SNP
16636,17518,3.41,ORorBETA,Phenotype,SNP
17028,17029,3.38,ORorBETA,Phenotype,SNP
20417,18235,3.26,ORorBETA,Phenotype,SNP
16405,20353,3.1931126,ORorBETA,Phenotype,SNP
17808,17809,3.191,ORorBETA,Phenotype,SNP
18864,18865,3.19,ORorBETA,Phenotype,SNP
16446,16765,3.19,ORorBETA,Phenotype,SNP
20741,20742,3.17,ORorBETA,Phenotype,SNP
21459,21456,3.15066074218633,ORorBETA,Phenotype,SNP
21457,21375,3.14739730540445,ORorBETA,Phenotype,SNP
17143,17144,3.104,ORorBETA,Phenotype,SNP
19949,19950,3.09,ORorBETA,Phenotype,SNP
16160,16161,3.09,ORorBETA,Phenotype,SNP
18862,19687,3.05384,ORorBETA,Phenotype,SNP
17609,17610,2.92,ORorBETA,Phenotype,SNP
18510,18511,2.89,ORorBETA,Phenotype,SNP
2341,21444,2.86428721519638,ORorBETA,Phenotype,SNP
21457,21282,2.85825785444522,ORorBETA,Phenotype,SNP
21457,21096,2.85459330697619,ORorBETA,Phenotype,SNP
16557,16558,2.85,ORorBETA,Phenotype,SNP
18862,18863,2.81651,ORorBETA,Phenotype,SNP
19949,19965,2.79,ORorBETA,Phenotype,SNP
17618,17619,2.73,ORorBETA,Phenotype,SNP
18033,18034,2.68726,ORorBETA,Phenotype,SNP
17490,17491,2.67,ORorBETA,Phenotype,SNP
21461,21345,2.66073173372723,ORorBETA,Phenotype,SNP
20945,20946,2.63,ORorBETA,Phenotype,SNP
17974,17975,2.607,ORorBETA,Phenotype,SNP
2331,21369,2.57463496862983,ORorBETA,Phenotype,SNP
17793,17794,2.57,ORorBETA,Phenotype,SNP
21461,18005,2.56574126174382,ORorBETA,Phenotype,SNP
21461,21238,2.55532848821731,ORorBETA,Phenotype,SNP
18986,20462,2.53,ORorBETA,Phenotype,SNP
18626,18627,2.52,ORorBETA,Phenotype,SNP
21462,17665,2.49835691340481,ORorBETA,Phenotype,SNP
18523,19359,2.468,ORorBETA,Phenotype,SNP
21461,21230,2.46744557309717,ORorBETA,Phenotype,SNP
16413,17367,2.45,ORorBETA,Phenotype,SNP
21462,21405,2.397207778958,ORorBETA,Phenotype,SNP
16721,16722,2.372,ORorBETA,Phenotype,SNP
21462,21353,2.35424533937019,ORorBETA,Phenotype,SNP
21457,21217,2.34046222220295,ORorBETA,Phenotype,SNP
20969,20970,2.34,ORorBETA,Phenotype,SNP
16791,16792,2.3228793,ORorBETA,Phenotype,SNP
19920,19921,2.32,ORorBETA,Phenotype,SNP
19319,19320,2.31,ORorBETA,Phenotype,SNP
21461,21299,2.30492784565317,ORorBETA,Phenotype,SNP
18079,19247,2.3,ORorBETA,Phenotype,SNP
18864,20765,2.27,ORorBETA,Phenotype,SNP
18688,18689,2.254,ORorBETA,Phenotype,SNP
21457,21199,2.24461761071688,ORorBETA,Phenotype,SNP
18280,18315,2.24,ORorBETA,Phenotype,SNP
20117,20118,2.232,ORorBETA,Phenotype,SNP
21459,21229,2.22637661452041,ORorBETA,Phenotype,SNP
19269,19270,2.2222223,ORorBETA,Phenotype,SNP
2334,20150,2.22011682246798,ORorBETA,Phenotype,SNP
16933,17299,2.2,ORorBETA,Phenotype,SNP
21457,21380,2.19887439257176,ORorBETA,Phenotype,SNP
17046,19001,2.19,ORorBETA,Phenotype,SNP
17036,17037,2.16762,ORorBETA,Phenotype,SNP
2331,21290,2.16139981815442,ORorBETA,Phenotype,SNP
2332,21284,2.13268926815861,ORorBETA,Phenotype,SNP
21459,21217,2.13241645864393,ORorBETA,Phenotype,SNP
17346,17347,2.1,ORorBETA,Phenotype,SNP
19235,19583,2.0977,ORorBETA,Phenotype,SNP
16510,16511,2.085,ORorBETA,Phenotype,SNP
21457,21286,2.07064637140282,ORorBETA,Phenotype,SNP
21457,21422,2.0551961455962,ORorBETA,Phenotype,SNP
16679,16680,2.05,ORorBETA,Phenotype,SNP
21013,20846,2.02,ORorBETA,Phenotype,SNP
2331,21284,2.0120436508473,ORorBETA,Phenotype,SNP
16255,21066,2.01,ORorBETA,Phenotype,SNP
17036,20195,1.99658,ORorBETA,Phenotype,SNP
21457,21249,1.98375391538072,ORorBETA,Phenotype,SNP
21458,21365,1.97989469578866,ORorBETA,Phenotype,SNP
17561,17621,1.9712,ORorBETA,Phenotype,SNP
21459,21443,1.96702300087785,ORorBETA,Phenotype,SNP
2341,18399,1.96176642040467,ORorBETA,Phenotype,SNP
17085,17086,1.9607843,ORorBETA,Phenotype,SNP
21457,21263,1.95389709474007,ORorBETA,Phenotype,SNP
21459,21270,1.94940914048045,ORorBETA,Phenotype,SNP
16681,16682,1.946,ORorBETA,Phenotype,SNP
16681,18097,1.94,ORorBETA,Phenotype,SNP
16247,16248,1.9389111,ORorBETA,Phenotype,SNP
21460,21378,1.9221010387598,ORorBETA,Phenotype,SNP
19211,20044,1.92,ORorBETA,Phenotype,SNP
17936,17937,1.9086,ORorBETA,Phenotype,SNP
19682,19683,1.90735,ORorBETA,Phenotype,SNP
21457,21271,1.9015115805769,ORorBETA,Phenotype,SNP
20628,20629,1.9004943,ORorBETA,Phenotype,SNP
16782,16783,1.9,ORorBETA,Phenotype,SNP
16705,16706,1.88,ORorBETA,Phenotype,SNP
16681,19776,1.87,ORorBETA,Phenotype,SNP
16264,17288,1.866,ORorBETA,Phenotype,SNP
18570,18571,1.8638,ORorBETA,Phenotype,SNP
19637,19638,1.86,ORorBETA,Phenotype,SNP
20766,20767,1.8518518,ORorBETA,Phenotype,SNP
19261,19262,1.85,ORorBETA,Phenotype,SNP
21488,24294,1.8472,ORorBETA,Phenotype,SNP
21459,18535,1.83862303926759,ORorBETA,Phenotype,SNP
2334,21226,1.81854752841946,ORorBETA,Phenotype,SNP
12788,23716,1.81698858981497,ORorBETA,Phenotype,SNP
20897,20898,1.8163,ORorBETA,Phenotype,SNP
2331,21319,1.81084320190896,ORorBETA,Phenotype,SNP
19235,19236,1.8107,ORorBETA,Phenotype,SNP
19137,19138,1.8016,ORorBETA,Phenotype,SNP
19232,19233,1.8,ORorBETA,Phenotype,SNP
2334,21358,1.78723583091228,ORorBETA,Phenotype,SNP
2334,21194,1.77618274987658,ORorBETA,Phenotype,SNP
20820,20821,1.775,ORorBETA,Phenotype,SNP
18561,18562,1.77,ORorBETA,Phenotype,SNP
21460,21248,1.76664185358465,ORorBETA,Phenotype,SNP
16103,19206,1.76386,ORorBETA,Phenotype,SNP
21462,21242,1.75581631491611,ORorBETA,Phenotype,SNP
12788,23591,1.75492390747027,ORorBETA,Phenotype,SNP
18415,18416,1.7477,ORorBETA,Phenotype,SNP
20228,20229,1.74,ORorBETA,Phenotype,SNP
16243,19718,1.73911,ORorBETA,Phenotype,SNP
2334,21417,1.73326630512239,ORorBETA,Phenotype,SNP
21459,18399,1.72865989211715,ORorBETA,Phenotype,SNP
17225,17226,1.7262213,ORorBETA,Phenotype,SNP
20727,20728,1.71907,ORorBETA,Phenotype,SNP
12788,25344,1.70057813764962,ORorBETA,Phenotype,SNP
19959,19960,1.6920472,ORorBETA,Phenotype,SNP
19985,19965,1.69,ORorBETA,Phenotype,SNP
2334,21260,1.68364771299316,ORorBETA,Phenotype,SNP
16544,18808,1.68,ORorBETA,Phenotype,SNP
21461,21197,1.6762660744519,ORorBETA,Phenotype,SNP
17929,17930,1.671123,ORorBETA,Phenotype,SNP
16985,20213,1.67,ORorBETA,Phenotype,SNP
17227,17228,1.67,ORorBETA,Phenotype,SNP
16643,18577,1.67,ORorBETA,Phenotype,SNP
16656,16657,1.67,ORorBETA,Phenotype,SNP
16643,18539,1.67,ORorBETA,Phenotype,SNP
20328,20329,1.66482,ORorBETA,Phenotype,SNP
2334,18988,1.66007378335109,ORorBETA,Phenotype,SNP
19961,20275,1.66,ORorBETA,Phenotype,SNP
21457,21193,1.6480616896423,ORorBETA,Phenotype,SNP
21462,21379,1.64158566799243,ORorBETA,Phenotype,SNP
17606,17607,1.64,ORorBETA,Phenotype,SNP
19947,19948,1.63,ORorBETA,Phenotype,SNP
17666,19909,1.62,ORorBETA,Phenotype,SNP
19387,19388,1.62,ORorBETA,Phenotype,SNP
16446,18921,1.61,ORorBETA,Phenotype,SNP
16454,16455,1.6087,ORorBETA,Phenotype,SNP
21462,21253,1.60712536039401,ORorBETA,Phenotype,SNP
21462,21372,1.60222736004863,ORorBETA,Phenotype,SNP
17397,18165,1.6,ORorBETA,Phenotype,SNP
12788,22971,1.59862819645815,ORorBETA,Phenotype,SNP
16627,18704,1.572,ORorBETA,Phenotype,SNP
18559,19940,1.56,ORorBETA,Phenotype,SNP
16636,21068,1.557,ORorBETA,Phenotype,SNP
17450,17451,1.55,ORorBETA,Phenotype,SNP
18523,18524,1.542,ORorBETA,Phenotype,SNP
2334,21248,1.53620660614253,ORorBETA,Phenotype,SNP
2337,21365,1.5345778005327,ORorBETA,Phenotype,SNP
21462,18005,1.53444442512662,ORorBETA,Phenotype,SNP
16893,18367,1.53361,ORorBETA,Phenotype,SNP
16136,16137,1.53,ORorBETA,Phenotype,SNP
21462,21365,1.52395304158992,ORorBETA,Phenotype,SNP
21461,21369,1.51934651195302,ORorBETA,Phenotype,SNP
21461,21298,1.50947366516019,ORorBETA,Phenotype,SNP
16656,19473,1.5,ORorBETA,Phenotype,SNP
21462,21435,1.4907865287698,ORorBETA,Phenotype,SNP
16985,16986,1.49,ORorBETA,Phenotype,SNP
19211,19212,1.49,ORorBETA,Phenotype,SNP
18748,18749,1.476,ORorBETA,Phenotype,SNP
20182,20183,1.47,ORorBETA,Phenotype,SNP
21048,21049,1.47,ORorBETA,Phenotype,SNP
16190,19944,1.46654,ORorBETA,Phenotype,SNP
19377,19378,1.466,ORorBETA,Phenotype,SNP
20880,20881,1.466,ORorBETA,Phenotype,SNP
17666,19064,1.4605,ORorBETA,Phenotype,SNP
17666,18576,1.46,ORorBETA,Phenotype,SNP
16491,18800,1.46,ORorBETA,Phenotype,SNP
21461,17665,1.45549628524273,ORorBETA,Phenotype,SNP
21459,20159,1.45357229233753,ORorBETA,Phenotype,SNP
19327,19328,1.45,ORorBETA,Phenotype,SNP
21460,21394,1.44933193891777,ORorBETA,Phenotype,SNP
21461,21338,1.44895718662821,ORorBETA,Phenotype,SNP
16067,17368,1.4487,ORorBETA,Phenotype,SNP
17170,18648,1.44,ORorBETA,Phenotype,SNP
18517,18518,1.43,ORorBETA,Phenotype,SNP
21457,21258,1.42558363265606,ORorBETA,Phenotype,SNP
18544,18545,1.42,ORorBETA,Phenotype,SNP
20466,20467,1.4155942,ORorBETA,Phenotype,SNP
17072,17938,1.4136,ORorBETA,Phenotype,SNP
18060,18061,1.4136,ORorBETA,Phenotype,SNP
12788,23592,1.41309761576125,ORorBETA,Phenotype,SNP
21457,21366,1.41127179514205,ORorBETA,Phenotype,SNP
21462,21368,1.410036755746,ORorBETA,Phenotype,SNP
17879,17880,1.41,ORorBETA,Phenotype,SNP
20645,20646,1.40875,ORorBETA,Phenotype,SNP
21457,21205,1.40731557289665,ORorBETA,Phenotype,SNP
17700,17701,1.401,ORorBETA,Phenotype,SNP
200,20105,1.4,ORorBETA,Phenotype,SNP
21461,21344,1.39063168449064,ORorBETA,Phenotype,SNP
16470,20612,1.39,ORorBETA,Phenotype,SNP
17561,18967,1.39,ORorBETA,Phenotype,SNP
21460,21196,1.38958402750427,ORorBETA,Phenotype,SNP
21462,21331,1.38927139145449,ORorBETA,Phenotype,SNP
16319,17174,1.3888888,ORorBETA,Phenotype,SNP
18483,18484,1.37956,ORorBETA,Phenotype,SNP
2334,21291,1.37909130885911,ORorBETA,Phenotype,SNP
21459,21269,1.37888331795972,ORorBETA,Phenotype,SNP
21462,21453,1.37711769959318,ORorBETA,Phenotype,SNP
21462,21203,1.37031857925042,ORorBETA,Phenotype,SNP
20145,20146,1.37,ORorBETA,Phenotype,SNP
16573,16574,1.37,ORorBETA,Phenotype,SNP
16442,16443,1.369863,ORorBETA,Phenotype,SNP
16123,19452,1.368,ORorBETA,Phenotype,SNP
2332,21234,1.36652016101725,ORorBETA,Phenotype,SNP
19987,19988,1.36524,ORorBETA,Phenotype,SNP
21462,21338,1.36383382139055,ORorBETA,Phenotype,SNP
19626,19627,1.3617901,ORorBETA,Phenotype,SNP
21462,21337,1.36006311916359,ORorBETA,Phenotype,SNP
16097,16098,1.36006,ORorBETA,Phenotype,SNP
16636,17649,1.36,ORorBETA,Phenotype,SNP
21462,21373,1.35511608016868,ORorBETA,Phenotype,SNP
12788,23713,1.35105097759352,ORorBETA,Phenotype,SNP
19103,19104,1.35,ORorBETA,Phenotype,SNP
21462,17637,1.34310954078254,ORorBETA,Phenotype,SNP
17245,17246,1.3394054,ORorBETA,Phenotype,SNP
21461,21341,1.33235499392144,ORorBETA,Phenotype,SNP
21460,21426,1.32680097001544,ORorBETA,Phenotype,SNP
21457,21229,1.32664508848256,ORorBETA,Phenotype,SNP
21462,21310,1.32515294362145,ORorBETA,Phenotype,SNP
16293,16294,1.32309,ORorBETA,Phenotype,SNP
21460,21250,1.32242042514351,ORorBETA,Phenotype,SNP
18986,19941,1.32,ORorBETA,Phenotype,SNP
19910,19911,1.32,ORorBETA,Phenotype,SNP
17640,17641,1.316,ORorBETA,Phenotype,SNP
21116,21117,1.3157895,ORorBETA,Phenotype,SNP
16093,16744,1.3134,ORorBETA,Phenotype,SNP
2337,21400,1.31302163060977,ORorBETA,Phenotype,SNP
12788,23621,1.31034368453867,ORorBETA,Phenotype,SNP
18845,18846,1.31,ORorBETA,Phenotype,SNP
17397,18048,1.31,ORorBETA,Phenotype,SNP
17423,17424,1.31,ORorBETA,Phenotype,SNP
21460,21376,1.30895050959448,ORorBETA,Phenotype,SNP
16569,20567,1.30878,ORorBETA,Phenotype,SNP
21457,21425,1.30611229962082,ORorBETA,Phenotype,SNP
19121,19122,1.3,ORorBETA,Phenotype,SNP
18847,19087,1.3,ORorBETA,Phenotype,SNP
1709,18304,1.3,ORorBETA,Phenotype,SNP
21462,21303,1.29952150472681,ORorBETA,Phenotype,SNP
2337,21373,1.29916653195848,ORorBETA,Phenotype,SNP
16698,16699,1.2987013,ORorBETA,Phenotype,SNP
21462,21252,1.29719164698694,ORorBETA,Phenotype,SNP
21460,21350,1.29665590452712,ORorBETA,Phenotype,SNP
21460,21220,1.29579628911929,ORorBETA,Phenotype,SNP
21459,21096,1.29449369783007,ORorBETA,Phenotype,SNP
17058,17059,1.291,ORorBETA,Phenotype,SNP
19334,19335,1.29,ORorBETA,Phenotype,SNP
16262,17919,1.29,ORorBETA,Phenotype,SNP
21052,18304,1.29,ORorBETA,Phenotype,SNP
18280,18281,1.29,ORorBETA,Phenotype,SNP
21048,18304,1.29,ORorBETA,Phenotype,SNP
21461,18644,1.28382554339938,ORorBETA,Phenotype,SNP
18109,18110,1.2821,ORorBETA,Phenotype,SNP
16201,18857,1.281328,ORorBETA,Phenotype,SNP
2334,21418,1.27926519064507,ORorBETA,Phenotype,SNP
21458,21282,1.27808171314604,ORorBETA,Phenotype,SNP
17488,17489,1.276,ORorBETA,Phenotype,SNP
2336,21219,1.27131145158399,ORorBETA,Phenotype,SNP
20641,20642,1.27,ORorBETA,Phenotype,SNP
19910,20070,1.27,ORorBETA,Phenotype,SNP
21460,21448,1.26973952886874,ORorBETA,Phenotype,SNP
16816,16817,1.2690556,ORorBETA,Phenotype,SNP
19135,19136,1.2658228,ORorBETA,Phenotype,SNP
2334,21362,1.26178987772888,ORorBETA,Phenotype,SNP
17078,18341,1.26,ORorBETA,Phenotype,SNP
17165,17166,1.26,ORorBETA,Phenotype,SNP
16356,19830,1.2597599,ORorBETA,Phenotype,SNP
21462,21316,1.25838719583287,ORorBETA,Phenotype,SNP
21462,21219,1.25460247019725,ORorBETA,Phenotype,SNP
16546,16547,1.25,ORorBETA,Phenotype,SNP
16470,16596,1.25,ORorBETA,Phenotype,SNP
16590,16591,1.25,ORorBETA,Phenotype,SNP
18845,20173,1.25,ORorBETA,Phenotype,SNP
17397,18157,1.25,ORorBETA,Phenotype,SNP
1709,21049,1.25,ORorBETA,Phenotype,SNP
21457,18179,1.24960854946381,ORorBETA,Phenotype,SNP
16470,17954,1.249,ORorBETA,Phenotype,SNP
200,16612,1.2468828,ORorBETA,Phenotype,SNP
21459,21234,1.2460137382691,ORorBETA,Phenotype,SNP
2334,21340,1.24339704923915,ORorBETA,Phenotype,SNP
16544,16927,1.24,ORorBETA,Phenotype,SNP
18185,18186,1.24,ORorBETA,Phenotype,SNP
16075,16076,1.24,ORorBETA,Phenotype,SNP
17666,17667,1.24,ORorBETA,Phenotype,SNP
16893,16894,1.24,ORorBETA,Phenotype,SNP
20057,20058,1.239,ORorBETA,Phenotype,SNP
2337,21403,1.23315729718332,ORorBETA,Phenotype,SNP
19289,19290,1.2330457,ORorBETA,Phenotype,SNP
21462,21198,1.23150726989541,ORorBETA,Phenotype,SNP
21458,18399,1.23063141179833,ORorBETA,Phenotype,SNP
17188,17189,1.23,ORorBETA,Phenotype,SNP
16293,16327,1.22477,ORorBETA,Phenotype,SNP
19790,19791,1.223,ORorBETA,Phenotype,SNP
21462,21355,1.22212251401522,ORorBETA,Phenotype,SNP
2334,18187,1.22,ORorBETA,Phenotype,SNP
17843,17844,1.22,ORorBETA,Phenotype,SNP
18488,18489,1.22,ORorBETA,Phenotype,SNP
16275,18304,1.22,ORorBETA,Phenotype,SNP
19969,19970,1.2174,ORorBETA,Phenotype,SNP
21462,21430,1.2145404391293,ORorBETA,Phenotype,SNP
19781,19782,1.21165,ORorBETA,Phenotype,SNP
21462,21244,1.21016941892711,ORorBETA,Phenotype,SNP
16212,16213,1.21,ORorBETA,Phenotype,SNP
16275,21055,1.21,ORorBETA,Phenotype,SNP
1709,21055,1.21,ORorBETA,Phenotype,SNP
16544,16545,1.21,ORorBETA,Phenotype,SNP
19277,19278,1.2075597,ORorBETA,Phenotype,SNP
19783,19784,1.2067,ORorBETA,Phenotype,SNP
18327,18328,1.2033124,ORorBETA,Phenotype,SNP
21457,21241,1.20220197510624,ORorBETA,Phenotype,SNP
20060,20061,1.202,ORorBETA,Phenotype,SNP
21459,20596,1.20194405879043,ORorBETA,Phenotype,SNP
21457,21255,1.2017416879526,ORorBETA,Phenotype,SNP
17574,17575,1.2,ORorBETA,Phenotype,SNP
16093,16094,1.2,ORorBETA,Phenotype,SNP
17556,17557,1.2,ORorBETA,Phenotype,SNP
12788,23886,1.19972113838583,ORorBETA,Phenotype,SNP
21460,21315,1.1973906210298,ORorBETA,Phenotype,SNP
200,20971,1.19602,ORorBETA,Phenotype,SNP
19937,19938,1.191,ORorBETA,Phenotype,SNP
21056,21055,1.19,ORorBETA,Phenotype,SNP
18303,18304,1.1867352,ORorBETA,Phenotype,SNP
16470,20103,1.1845239,ORorBETA,Phenotype,SNP
21461,21243,1.18297263294537,ORorBETA,Phenotype,SNP
