FromID,ToID,Relation_value,Relation_type,FromType,ToType
16367,16368,1.6087,ORorBETA,Phenotype,SNP
16324,16371,0.02624385,ORorBETA,Phenotype,SNP
16088,16374,0.00920148,ORorBETA,Phenotype,SNP
16234,16375,0.0251634,ORorBETA,Phenotype,SNP
16376,16377,0.016467,ORorBETA,Phenotype,SNP
16378,16379,0.268773,ORorBETA,Phenotype,SNP
16107,16380,0.0669757,ORorBETA,Phenotype,SNP
16381,16382,0.187749,ORorBETA,Phenotype,SNP
16383,16384,0.060457546,ORorBETA,Phenotype,SNP
16387,16388,0.0144,ORorBETA,Phenotype,SNP
16389,16390,0.055,ORorBETA,Phenotype,SNP
16391,16392,0.207,ORorBETA,Phenotype,SNP
16395,16335,0.067085,ORorBETA,Phenotype,SNP
16318,16396,0.0116324,ORorBETA,Phenotype,SNP
16397,16398,0.0674,ORorBETA,Phenotype,SNP
16318,16399,0.2191,ORorBETA,Phenotype,SNP
16400,16401,0.086,ORorBETA,Phenotype,SNP
16402,16403,0.801806,ORorBETA,Phenotype,SNP
16404,16405,1.0770509,ORorBETA,Phenotype,SNP
16406,16407,0.201307,ORorBETA,Phenotype,SNP
16408,16409,0.17,ORorBETA,Phenotype,SNP
16088,16410,0.00801747,ORorBETA,Phenotype,SNP
16411,16412,0.0042,ORorBETA,Phenotype,SNP
68,16413,0.0121,ORorBETA,Phenotype,SNP
15980,16414,0.0051,ORorBETA,Phenotype,SNP
16415,16416,0.077,ORorBETA,Phenotype,SNP
16088,16417,0.0123055,ORorBETA,Phenotype,SNP
16062,16418,0.40763593,ORorBETA,Phenotype,SNP
16419,16420,0.0427,ORorBETA,Phenotype,SNP
16423,16424,2.085,ORorBETA,Phenotype,SNP
16425,16426,0.01,ORorBETA,Phenotype,SNP
16427,16428,0.23,ORorBETA,Phenotype,SNP
16318,16429,0.17,ORorBETA,Phenotype,SNP
16430,16431,0.0353,ORorBETA,Phenotype,SNP
16432,16342,0.1219,ORorBETA,Phenotype,SNP
16387,16433,0.0199,ORorBETA,Phenotype,SNP
16434,16435,0.004227477,ORorBETA,Phenotype,SNP
16440,16441,9.320349,ORorBETA,Phenotype,SNP
16328,16442,0.019,ORorBETA,Phenotype,SNP
16443,16444,0.0517,ORorBETA,Phenotype,SNP
16446,16447,0.896,ORorBETA,Phenotype,SNP
16448,16449,0.74,ORorBETA,Phenotype,SNP
16450,16451,0.4478,ORorBETA,Phenotype,SNP
16452,16453,10.731,ORorBETA,Phenotype,SNP
16359,16454,0.0209,ORorBETA,Phenotype,SNP
16455,16456,5.72,ORorBETA,Phenotype,SNP
16457,16458,1.21,ORorBETA,Phenotype,SNP
16459,16460,1.25,ORorBETA,Phenotype,SNP
16461,16462,0.01301,ORorBETA,Phenotype,SNP
15976,16465,0.0194,ORorBETA,Phenotype,SNP
16466,16467,0.6284,ORorBETA,Phenotype,SNP
16468,16469,0.5652,ORorBETA,Phenotype,SNP
16470,16471,2.85,ORorBETA,Phenotype,SNP
16324,16473,0.454934,ORorBETA,Phenotype,SNP
16474,16475,0.011435131,ORorBETA,Phenotype,SNP
16476,16477,0.279,ORorBETA,Phenotype,SNP
16273,16478,0.005,ORorBETA,Phenotype,SNP
16479,16480,4.943,ORorBETA,Phenotype,SNP
16318,16481,0.0269,ORorBETA,Phenotype,SNP
16482,16483,3.45,ORorBETA,Phenotype,SNP
16436,16484,0.018143,ORorBETA,Phenotype,SNP
16486,16487,1.37,ORorBETA,Phenotype,SNP
16488,16489,1.0237926,ORorBETA,Phenotype,SNP
16283,16490,0.0297,ORorBETA,Phenotype,SNP
16491,16492,0.0709,ORorBETA,Phenotype,SNP
16016,16493,0.03,ORorBETA,Phenotype,SNP
16494,16495,1.1232735,ORorBETA,Phenotype,SNP
16496,16497,0.07362824,ORorBETA,Phenotype,SNP
16197,16498,0.057341,ORorBETA,Phenotype,SNP
15980,16500,0.05,ORorBETA,Phenotype,SNP
16501,16502,0.38445485,ORorBETA,Phenotype,SNP
16503,16504,1.25,ORorBETA,Phenotype,SNP
16505,16506,0.0238,ORorBETA,Phenotype,SNP
16507,16508,0.826364,ORorBETA,Phenotype,SNP
16383,16509,1.25,ORorBETA,Phenotype,SNP
16510,16511,0.0215,ORorBETA,Phenotype,SNP
16513,16514,0.027309457,ORorBETA,Phenotype,SNP
16518,16519,0.00918866,ORorBETA,Phenotype,SNP
16156,16520,0.1661,ORorBETA,Phenotype,SNP
16521,16522,0.0083,ORorBETA,Phenotype,SNP
16523,16524,1.14,ORorBETA,Phenotype,SNP
200,16525,1.2468828,ORorBETA,Phenotype,SNP
16527,16528,0.05181,ORorBETA,Phenotype,SNP
16529,16530,0.0407,ORorBETA,Phenotype,SNP
16531,16532,0.017197,ORorBETA,Phenotype,SNP
15980,16533,0.0146927,ORorBETA,Phenotype,SNP
15980,16535,0.0105,ORorBETA,Phenotype,SNP
200,16536,1.0539,ORorBETA,Phenotype,SNP
15980,16537,0.012,ORorBETA,Phenotype,SNP
16538,16539,0.09619,ORorBETA,Phenotype,SNP
16540,16541,0.165,ORorBETA,Phenotype,SNP
16542,16543,26.21,ORorBETA,Phenotype,SNP
16544,16545,1.0869565,ORorBETA,Phenotype,SNP
16546,16547,8.723,ORorBETA,Phenotype,SNP
16513,16548,0.016761,ORorBETA,Phenotype,SNP
16549,16550,1.0819879,ORorBETA,Phenotype,SNP
16551,16552,0.0262,ORorBETA,Phenotype,SNP
16553,16554,0.186,ORorBETA,Phenotype,SNP
16357,16555,0.017981159,ORorBETA,Phenotype,SNP
16556,16557,0.0168,ORorBETA,Phenotype,SNP
16558,16559,0.205,ORorBETA,Phenotype,SNP
16562,16563,0.029,ORorBETA,Phenotype,SNP
16564,16565,0.095,ORorBETA,Phenotype,SNP
16567,16568,0.08,ORorBETA,Phenotype,SNP
16569,16570,1.67,ORorBETA,Phenotype,SNP
16571,16572,6.36869,ORorBETA,Phenotype,SNP
16573,16574,0.0107951,ORorBETA,Phenotype,SNP
16134,16575,0.07424717,ORorBETA,Phenotype,SNP
15999,16577,0.106,ORorBETA,Phenotype,SNP
16578,16579,0.149391,ORorBETA,Phenotype,SNP
16580,16581,0.031,ORorBETA,Phenotype,SNP
68,16582,0.0160864,ORorBETA,Phenotype,SNP
16123,16583,0.05973,ORorBETA,Phenotype,SNP
16584,16585,4.69,ORorBETA,Phenotype,SNP
68,16587,0.0164,ORorBETA,Phenotype,SNP
16589,16590,0.0129654,ORorBETA,Phenotype,SNP
15974,16591,0.0214,ORorBETA,Phenotype,SNP
16592,16593,2.05,ORorBETA,Phenotype,SNP
16594,16595,1.946,ORorBETA,Phenotype,SNP
16596,16597,0.31520188,ORorBETA,Phenotype,SNP
16598,16599,0.0108,ORorBETA,Phenotype,SNP
16600,16601,0.55,ORorBETA,Phenotype,SNP
16273,16602,0.006,ORorBETA,Phenotype,SNP
16603,16604,0.11,ORorBETA,Phenotype,SNP
16605,16606,0.030672,ORorBETA,Phenotype,SNP
16571,16583,0.1707,ORorBETA,Phenotype,SNP
16281,16608,0.06779,ORorBETA,Phenotype,SNP
16609,16610,7.394,ORorBETA,Phenotype,SNP
16611,16612,1.2987013,ORorBETA,Phenotype,SNP
16613,16614,1.17,ORorBETA,Phenotype,SNP
16042,16615,0.00748,ORorBETA,Phenotype,SNP
16616,16617,0.0345582,ORorBETA,Phenotype,SNP
16618,16619,1.88,ORorBETA,Phenotype,SNP
16620,16621,4.78,ORorBETA,Phenotype,SNP
16626,16627,0.0405,ORorBETA,Phenotype,SNP
16628,16629,0.0067409,ORorBETA,Phenotype,SNP
16630,16631,0.8107,ORorBETA,Phenotype,SNP
16632,16633,0.349422,ORorBETA,Phenotype,SNP
16634,16635,2.372,ORorBETA,Phenotype,SNP
16636,16637,0.010138418,ORorBETA,Phenotype,SNP
16638,16585,0.096,ORorBETA,Phenotype,SNP
16016,16640,0.0173276,ORorBETA,Phenotype,SNP
16641,16642,0.146,ORorBETA,Phenotype,SNP
16645,16646,0.022,ORorBETA,Phenotype,SNP
68,16647,0.0194,ORorBETA,Phenotype,SNP
16016,16648,0.2563,ORorBETA,Phenotype,SNP
16649,16650,0.08,ORorBETA,Phenotype,SNP
16287,16651,0.0384229,ORorBETA,Phenotype,SNP
16357,16657,0.207721,ORorBETA,Phenotype,SNP
16658,16659,0.649,ORorBETA,Phenotype,SNP
16088,16660,0.00731775,ORorBETA,Phenotype,SNP
16376,16661,0.0344694,ORorBETA,Phenotype,SNP
16107,16662,0.0109794,ORorBETA,Phenotype,SNP
16168,16663,0.038,ORorBETA,Phenotype,SNP
16666,16667,0.029,ORorBETA,Phenotype,SNP
16668,16669,0.0157,ORorBETA,Phenotype,SNP
16143,16670,0.01,ORorBETA,Phenotype,SNP
16671,16672,0.216659,ORorBETA,Phenotype,SNP
16084,16673,0.026439,ORorBETA,Phenotype,SNP
16674,16675,0.016,ORorBETA,Phenotype,SNP
16676,16677,0.024123387,ORorBETA,Phenotype,SNP
16359,16678,3.19,ORorBETA,Phenotype,SNP
16679,16680,0.1558507,ORorBETA,Phenotype,SNP
16681,16682,5.222,ORorBETA,Phenotype,SNP
16683,16684,0.11449965,ORorBETA,Phenotype,SNP
16687,16688,5.58e-06,ORorBETA,Phenotype,SNP
16689,16690,0.12722953,ORorBETA,Phenotype,SNP
16078,16691,0.00232753,ORorBETA,Phenotype,SNP
16692,16693,0.0252282,ORorBETA,Phenotype,SNP
16689,16694,0.024556605,ORorBETA,Phenotype,SNP
16695,16696,1.9,ORorBETA,Phenotype,SNP
16088,16697,0.00841196,ORorBETA,Phenotype,SNP
16698,16699,0.33046,ORorBETA,Phenotype,SNP
16287,16700,0.0251344,ORorBETA,Phenotype,SNP
16114,16701,0.05470084,ORorBETA,Phenotype,SNP
16702,16703,0.0203,ORorBETA,Phenotype,SNP
16704,16705,2.3228793,ORorBETA,Phenotype,SNP
16318,16706,0.03,ORorBETA,Phenotype,SNP
16707,16708,0.97,ORorBETA,Phenotype,SNP
16709,16710,1.16,ORorBETA,Phenotype,SNP
16711,16712,1.06,ORorBETA,Phenotype,SNP
16359,16713,1.17,ORorBETA,Phenotype,SNP
16714,16715,0.004954,ORorBETA,Phenotype,SNP
200,16718,1.06791,ORorBETA,Phenotype,SNP
16721,16722,0.129384,ORorBETA,Phenotype,SNP
16725,16726,0.028,ORorBETA,Phenotype,SNP
16729,16730,1.2690556,ORorBETA,Phenotype,SNP
16733,16734,0.02752961,ORorBETA,Phenotype,SNP
16134,16735,0.025053922,ORorBETA,Phenotype,SNP
16466,16737,0.0516,ORorBETA,Phenotype,SNP
15990,16738,0.0477055,ORorBETA,Phenotype,SNP
16326,16739,0.0147,ORorBETA,Phenotype,SNP
16742,16743,0.115761,ORorBETA,Phenotype,SNP
16156,16746,0.0793,ORorBETA,Phenotype,SNP
16162,16747,1.1764705,ORorBETA,Phenotype,SNP
16748,16749,0.134,ORorBETA,Phenotype,SNP
16750,16751,0.0097,ORorBETA,Phenotype,SNP
16755,16756,14.753,ORorBETA,Phenotype,SNP
16757,16758,0.0424301,ORorBETA,Phenotype,SNP
16759,16760,0.0354,ORorBETA,Phenotype,SNP
16763,16764,1.053,ORorBETA,Phenotype,SNP
16765,16766,5.623,ORorBETA,Phenotype,SNP
68,16767,0.0129,ORorBETA,Phenotype,SNP
16177,16768,0.4342,ORorBETA,Phenotype,SNP
16769,16770,1.0934352,ORorBETA,Phenotype,SNP
16042,16771,0.00793,ORorBETA,Phenotype,SNP
16088,16772,0.0069326,ORorBETA,Phenotype,SNP
16320,16776,0.0181044,ORorBETA,Phenotype,SNP
16777,16778,102.75902,ORorBETA,Phenotype,SNP
16156,16779,0.144,ORorBETA,Phenotype,SNP
16782,16783,0.02131989,ORorBETA,Phenotype,SNP
16784,16785,5.734,ORorBETA,Phenotype,SNP
16786,16787,0.0300145,ORorBETA,Phenotype,SNP
16147,16788,0.03275,ORorBETA,Phenotype,SNP
16314,16789,0.04,ORorBETA,Phenotype,SNP
16790,16791,0.3302,ORorBETA,Phenotype,SNP
16792,16793,0.14,ORorBETA,Phenotype,SNP
16208,16794,0.01838561,ORorBETA,Phenotype,SNP
16795,16796,0.0328,ORorBETA,Phenotype,SNP
16114,16798,0.016382,ORorBETA,Phenotype,SNP
16799,16800,0.1749,ORorBETA,Phenotype,SNP
16287,16801,0.0191933,ORorBETA,Phenotype,SNP
16804,16805,0.3041368,ORorBETA,Phenotype,SNP
16806,16807,1.24,ORorBETA,Phenotype,SNP
16147,16808,0.009786,ORorBETA,Phenotype,SNP
16573,16809,0.00895614,ORorBETA,Phenotype,SNP
16811,16812,0.0148,ORorBETA,Phenotype,SNP
16036,16813,0.023488,ORorBETA,Phenotype,SNP
16036,16816,0.0284611,ORorBETA,Phenotype,SNP
16817,16818,0.009,ORorBETA,Phenotype,SNP
16819,16820,0.0268,ORorBETA,Phenotype,SNP
16042,16821,0.0087,ORorBETA,Phenotype,SNP
16042,16822,0.971,ORorBETA,Phenotype,SNP
16434,16823,0.008060431,ORorBETA,Phenotype,SNP
16318,16824,0.0145,ORorBETA,Phenotype,SNP
16016,16828,0.292,ORorBETA,Phenotype,SNP
16829,16830,0.0366651,ORorBETA,Phenotype,SNP
15980,16831,0.014,ORorBETA,Phenotype,SNP
68,16832,0.0130606,ORorBETA,Phenotype,SNP
16833,16834,0.024,ORorBETA,Phenotype,SNP
16835,16836,0.11928595,ORorBETA,Phenotype,SNP
16837,16816,0.0287183,ORorBETA,Phenotype,SNP
16457,16840,1.24,ORorBETA,Phenotype,SNP
16841,16842,0.1848,ORorBETA,Phenotype,SNP
16843,16844,0.08863,ORorBETA,Phenotype,SNP
16220,16845,0.0212,ORorBETA,Phenotype,SNP
16848,16849,0.0737,ORorBETA,Phenotype,SNP
16510,16850,0.021,ORorBETA,Phenotype,SNP
16851,16852,0.16,ORorBETA,Phenotype,SNP
16853,16854,0.373943,ORorBETA,Phenotype,SNP
16376,16855,0.0505183,ORorBETA,Phenotype,SNP
16856,16857,0.4042,ORorBETA,Phenotype,SNP
16689,16858,0.020486,ORorBETA,Phenotype,SNP
16859,16860,0.0141,ORorBETA,Phenotype,SNP
16861,16862,5.165,ORorBETA,Phenotype,SNP
16863,16864,0.00982435,ORorBETA,Phenotype,SNP
16865,16866,0.26248702,ORorBETA,Phenotype,SNP
16867,16868,0.3121296,ORorBETA,Phenotype,SNP
16759,16869,0.0282,ORorBETA,Phenotype,SNP
16870,16871,1.12,ORorBETA,Phenotype,SNP
16310,16872,0.015228394,ORorBETA,Phenotype,SNP
16873,16874,0.104,ORorBETA,Phenotype,SNP
16042,16875,0.0106,ORorBETA,Phenotype,SNP
16876,16877,0.0329,ORorBETA,Phenotype,SNP
16880,16881,0.0420444,ORorBETA,Phenotype,SNP
16882,16883,0.0537672,ORorBETA,Phenotype,SNP
16884,16885,0.07546429,ORorBETA,Phenotype,SNP
16549,16886,1.114382,ORorBETA,Phenotype,SNP
16220,16887,0.0355,ORorBETA,Phenotype,SNP
16531,16888,0.009204,ORorBETA,Phenotype,SNP
16889,16890,0.00595134,ORorBETA,Phenotype,SNP
16190,16891,0.00530751,ORorBETA,Phenotype,SNP
16892,16893,0.026414905,ORorBETA,Phenotype,SNP
16894,16895,0.0741,ORorBETA,Phenotype,SNP
16896,16897,0.021237,ORorBETA,Phenotype,SNP
16898,16899,1.49,ORorBETA,Phenotype,SNP
16900,16901,0.34,ORorBETA,Phenotype,SNP
16042,16902,0.0109,ORorBETA,Phenotype,SNP
16357,16903,0.020698974,ORorBETA,Phenotype,SNP
16904,16905,0.016350063,ORorBETA,Phenotype,SNP
16273,16906,0.005,ORorBETA,Phenotype,SNP
16012,16907,0.0095,ORorBETA,Phenotype,SNP
68,16909,0.0116,ORorBETA,Phenotype,SNP
16156,16910,0.0878,ORorBETA,Phenotype,SNP
15980,16911,0.0123,ORorBETA,Phenotype,SNP
16912,16852,0.154,ORorBETA,Phenotype,SNP
16080,16913,0.0115,ORorBETA,Phenotype,SNP
16549,16914,0.93,ORorBETA,Phenotype,SNP
16915,16916,0.024,ORorBETA,Phenotype,SNP
16918,16919,0.02157,ORorBETA,Phenotype,SNP
16080,16920,0.0093,ORorBETA,Phenotype,SNP
16273,16923,0.01,ORorBETA,Phenotype,SNP
16457,16924,1.04,ORorBETA,Phenotype,SNP
16925,16926,0.216,ORorBETA,Phenotype,SNP
16927,16928,0.68,ORorBETA,Phenotype,SNP
16929,16930,0.0125,ORorBETA,Phenotype,SNP
